p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
5.60800980710094e-38	0.446231547843584	0.324	0.184	1.43026682120302e-33	21	CDIPT
6.22037616732375e-38	0.416965249683883	0.33	0.188	1.58644473771425e-33	21	MRPL13
6.25366195358121e-38	0.405150371252179	0.316	0.177	1.59493394464135e-33	21	VBP1
7.07913961745528e-38	0.341950671331851	0.419	0.254	1.8054637680358e-33	21	PSMD2
7.27296888610506e-38	0.460838014066611	0.408	0.249	1.85489798471223e-33	21	TRAPPC2L
7.76577287079406e-38	0.369042908170468	0.546	0.356	1.98058271296732e-33	21	DNAJC15
8.12704287883199e-38	0.514423376572772	0.326	0.188	2.07272101581731e-33	21	FKBP3
8.89577813697829e-38	0.358405672705799	0.41	0.248	2.26877925605494e-33	21	PSMD11
1.03947345201934e-37	0.344904137881654	0.395	0.239	2.65107309203013e-33	21	UBE2E3
1.22361446540794e-37	0.330976703826624	0.512	0.333	3.12070633257641e-33	21	YTHDC1
1.28807785213234e-37	0.263479545985567	0.455	0.28	3.28511375407832e-33	21	GTF3C6
1.44617223018306e-37	0.334084794499279	0.259	0.136	3.68831765585888e-33	21	NCBP3
1.45866842967395e-37	0.426396847972252	0.332	0.191	3.72018796304044e-33	21	CUX1
2.13805883847947e-37	0.492772572169002	0.775	0.597	5.45290526165805e-33	21	ZFAS1
2.31428973813343e-37	0.320884651286375	0.583	0.388	5.9023645481355e-33	21	MRPL20
2.44466563976011e-37	0.376924036775563	0.335	0.193	6.23487524764419e-33	21	MIA3
2.56715085437498e-37	0.297225178656363	0.426	0.259	6.54726153899795e-33	21	PIN1
2.68795097386234e-37	0.592860765715412	0.271	0.148	6.85535016373851e-33	21	ACAT1
2.82666784805256e-37	0.40614286202793	0.371	0.223	7.20913367967326e-33	21	MBNL2
3.41697930663312e-37	0.325486587524603	0.503	0.322	8.71466402363711e-33	21	SRSF9
4.1692194741099e-37	0.448104969499061	0.326	0.188	1.06331773467699e-32	21	TXNL4A
4.48193893288576e-37	0.336025097190376	0.483	0.301	1.14307370544318e-32	21	COMT
5.47646753620358e-37	0.333880961141993	0.349	0.204	1.39671828043336e-32	21	WIPI2
5.66489256953318e-37	0.335948843693023	0.327	0.186	1.44477420093374e-32	21	CAPN1
6.13029373258092e-37	0.62060138859649	0.61	0.429	1.56347011355744e-32	21	ERGIC3
6.74106277753499e-37	0.322714937861575	0.434	0.268	1.71924065078252e-32	21	EIF4G1
9.29739595362181e-37	0.460894066611755	0.331	0.193	2.37120786401171e-32	21	MRPS33
9.50152082811566e-37	0.300729631761101	0.987	0.937	2.42326787200262e-32	21	HSP90AA1
1.1096581975941e-36	0.310122382872088	0.465	0.289	2.830072267144e-32	21	CHMP5
1.10987329700394e-36	0.391067268372243	0.298	0.167	2.83062085667885e-32	21	BAZ2A
1.13168259244327e-36	0.309589572096646	0.257	0.136	2.88624328376731e-32	21	DNM1L
1.17329206333524e-36	0.345267584645269	0.327	0.186	2.99236407833021e-32	21	FUBP1
1.31268767597226e-36	0.262597891803338	0.322	0.183	3.34787864879965e-32	21	ZFAND3
1.48643028449813e-36	0.341177700100444	0.27	0.144	3.79099179758402e-32	21	RPS6KA3
1.63622131461007e-36	0.494211428358322	0.259	0.139	4.17301884078153e-32	21	EEF1E1
2.32960765878422e-36	0.61051655583228	0.261	0.143	5.94143137296327e-32	21	CRLS1
2.73832169243864e-36	0.404453619696438	0.325	0.188	6.98381564439551e-32	21	QARS
2.97423481532216e-36	0.336133286657605	0.733	0.523	7.58548847299764e-32	21	ATP5PF
3.48264889372547e-36	0.335916339780535	0.256	0.136	8.88214773855744e-32	21	COX19
4.09368962658968e-36	0.307388413434029	0.336	0.193	1.04405460236543e-31	21	TADA3
4.24042936617937e-36	0.353278655793371	0.86	0.702	1.08147910555039e-31	21	UQCRB
4.47573073443888e-36	0.271008887602881	0.291	0.159	1.14149036651129e-31	21	SMU1
4.85501528896455e-36	0.337179326878415	0.403	0.246	1.23822309929752e-31	21	NBDY
4.87291518378762e-36	0.331777031378315	0.501	0.325	1.24278828847319e-31	21	POLR2K
5.21353741628289e-36	0.357661189980097	0.263	0.142	1.32966058264879e-31	21	UBAP2L
5.63562648491603e-36	0.34152584449164	0.366	0.218	1.43731017871298e-31	21	RBM6
6.38192621908846e-36	0.257311695640247	0.338	0.194	1.62764646291632e-31	21	C11orf98
7.22704747531719e-36	0.344832456293612	0.596	0.407	1.8431861881049e-31	21	FKBP8
7.95282502298242e-36	0.5135305366545	0.354	0.212	2.02828849386144e-31	21	ISOC2
8.45541426822747e-36	0.375049715661736	0.427	0.269	2.15646885496873e-31	21	PRKCSH
8.56076473591602e-36	0.396663584897258	0.305	0.174	2.18333743824802e-31	21	TIMMDC1
9.25620846515247e-36	0.310790373797345	0.694	0.479	2.36070340695249e-31	21	BRK1
1.11645441112817e-35	0.325441428409794	0.397	0.242	2.84740533014129e-31	21	UBE3A
1.13666497153901e-35	0.387451824209854	0.252	0.133	2.89895034341308e-31	21	PHACTR4
1.15835540684605e-35	0.666154831166906	0.259	0.141	2.95426962962018e-31	21	DNASE2
1.19512378229199e-35	0.402891112998955	0.268	0.147	3.0480436943575e-31	21	FARSA
1.21588669726709e-35	0.39001380712468	0.299	0.168	3.10099743270998e-31	21	IMMT
1.23010165937748e-35	0.364395195606469	0.25	0.132	3.13725127207632e-31	21	CREB1
1.56043060899499e-35	0.322297346487317	0.4	0.244	3.97972222518082e-31	21	BTG3
1.86222174178346e-35	0.447413303449314	0.263	0.141	4.74941033024454e-31	21	ECE1
1.95778418418882e-35	0.383047186862365	0.456	0.29	4.99313278335518e-31	21	NDUFB5
2.0755413398257e-35	0.266655007268515	0.812	0.588	5.29346063309148e-31	21	RAC1
2.28062420923618e-35	0.451266824041022	0.258	0.14	5.81650398323596e-31	21	ECI2
2.37379658260275e-35	0.474667393024609	0.254	0.137	6.05413080427006e-31	21	NELFCD
2.43521445521529e-35	0.278564943277994	0.518	0.335	6.21077094658109e-31	21	TXNL1
2.82304792475561e-35	0.377785794586595	0.275	0.151	7.19990142729671e-31	21	CLSTN1
2.82310901820742e-35	0.543578278019887	0.261	0.143	7.2000572400362e-31	21	ZSWIM7
